-4.25976,0.85803,-0.76201,0.01031,0.68436,0.08995,0.00665,-0.73609,-0.10877
-4.44005,-0.49533,0.44406,-0.19480,0.41355,-1.33742,-0.18356,-0.14022,-0.04281
1.16076,-0.51662,-0.94984,0.52742,-0.43686,-0.36744,0.13254,0.37152,-0.12664
1.47804,0.59310,-0.89900,-0.36553,-0.37170,-0.02788,0.09537,0.18100,-0.92953
1.72464,0.94108,-0.02783,-0.73607,0.05788,-0.28749,-0.23031,-0.29793,-0.51798
-4.41273,-1.82271,0.29180,-1.08441,0.09667,1.15267,0.59291,0.06205,0.10712
1.15107,-0.48493,-0.66225,0.35416,-0.65498,-0.40434,0.10526,-0.49725,-0.05245
1.39411,0.31477,-0.94899,0.43112,-0.25585,0.12702,0.50231,-0.43696,-0.45026
1.79206,-0.11169,0.40296,-0.08191,0.48455,0.04905,0.04833,-0.50190,0.36924
1.75446,0.77795,0.11797,-0.77798,0.06592,-0.43840,-0.29232,-0.10785,-0.54516
0.95447,-1.30558,-1.09360,-0.37931,-0.96340,0.46532,-0.46959,-0.46847,0.21356
1.41510,0.19359,-0.86036,0.43353,-0.23151,0.08588,0.48974,-0.32027,-0.43682
-3.20514,1.51310,-0.41454,-0.96737,-1.66132,0.10353,0.33240,0.84249,0.82591
-0.93975,-0.07766,2.68964,0.31611,-1.10415,-0.73738,0.77953,0.04790,-0.60290
1.55341,-1.30734,0.62120,-0.46498,-0.19373,0.23243,-0.52188,-0.48225,0.45306
-5.36127,-0.54315,0.00491,0.54129,0.82506,-0.44372,-0.23476,0.65590,0.05706
-4.67551,0.11707,-0.15881,0.13969,0.54347,-0.12289,-0.04808,-0.42463,-0.02998
1.50256,-0.18224,-0.65208,0.68130,0.15446,-0.10381,0.62188,0.36470,-0.13142
-2.90561,1.07077,0.05073,-1.16186,-1.67095,-0.55561,0.03085,0.95064,0.75743
1.63165,-0.70956,0.41917,0.11427,0.29194,-0.28587,-0.06190,0.16208,0.63934
1.92345,0.54031,0.21402,-0.92418,0.64730,-0.06191,-0.21762,0.60133,-0.06773
1.82042,-0.27576,0.33993,0.06624,0.71827,-0.09517,0.18448,0.15829,0.61176
-3.02146,1.71483,-0.57068,-0.88364,-1.56419,0.24092,0.32885,0.62442,0.79787
-2.25449,-0.66435,-0.17190,2.03993,0.34102,0.23336,-2.09573,1.60958,-0.66484
0.81524,0.84981,1.21414,1.02932,-0.26292,0.53788,-0.46081,-0.51126,0.20618
1.81796,-0.28470,0.32667,0.06181,0.72200,-0.04174,0.18097,0.15266,0.61700
1.80861,-0.13218,0.24705,0.05416,0.72888,-0.00125,0.18405,0.10531,0.57813
1.56547,-0.34817,-0.60064,0.38738,0.27891,0.17872,0.51553,0.37236,0.22027
0.07171,1.50684,-0.32858,1.33515,-0.77975,1.14349,-0.31209,-0.31692,0.07838
1.76262,-0.32848,0.45084,-0.06920,0.36107,-0.19610,0.00318,-0.42455,0.45321
-5.34460,-0.54006,-0.00752,0.56659,0.87939,-0.44693,-0.20982,0.74635,0.08813
-4.32138,-0.55101,0.51054,-0.23994,0.42743,-1.44271,-0.20911,-0.19383,-0.04552
1.59404,0.18175,-0.56266,0.59971,0.36295,0.09685,0.73451,0.21557,-0.17706
-4.27018,0.80808,-0.65642,-0.00152,0.67632,0.05649,0.05800,-0.72012,-0.06696
1.53125,0.65487,-1.00129,-0.20335,-0.03652,-0.00077,0.30200,0.69589,-0.75366
0.87555,-0.49838,-1.35643,0.24139,-1.06311,-0.38049,-0.16208,-0.37236,-0.19956
1.58950,0.13323,-0.55872,0.64007,0.37773,0.09775,0.73321,0.25682,-0.16562
0.85263,-1.91026,-0.98389,-0.14757,-1.12000,0.31923,-0.54278,-0.29995,0.34042
1.92323,0.10366,0.28542,-1.37812,0.56195,0.53943,-0.46043,0.48525,-0.11836
-4.37521,0.88205,-0.83490,-0.06351,0.71587,0.09224,-0.01047,-0.71882,-0.15771
1.80575,-0.08814,0.21397,0.03704,0.71191,0.03313,0.20195,0.04841,0.58103
1.85050,0.62579,0.21049,-1.06102,0.30465,0.02359,-0.37437,-0.08515,-0.23673
-4.61442,0.60744,-0.56469,-0.03301,0.60698,0.03319,0.04833,-0.56514,-0.06298
-0.24991,0.41303,2.11337,0.80549,-0.72559,0.26504,0.02980,-0.41248,-0.42301
1.62638,-0.17760,-0.50938,0.35121,0.42152,0.32962,0.60272,0.26551,0.27566
1.81305,0.09347,0.22975,-1.46633,0.14542,0.56858,-0.62171,-0.19341,-0.19941
1.11127,-1.01344,-0.63035,0.03362,-0.80724,-0.48274,-0.40100,-0.18315,0.16519
1.81812,0.73872,0.05710,-0.64451,0.42000,-0.36710,-0.12643,0.51383,-0.36650
-2.19187,-2.26143,0.61476,-0.38050,-0.57991,1.59255,0.36701,0.25238,-1.40213
1.79610,0.10212,0.29745,0.29540,0.67541,-0.31382,0.30619,0.11945,0.15536
1.85289,0.18489,0.28651,-1.51287,0.22640,0.62689,-0.61913,-0.18198,-0.28821
1.59980,0.07959,-0.51656,0.63240,0.38080,0.08195,0.73855,0.27483,-0.15573
1.40602,-0.34201,-0.74318,0.82814,-0.00009,-0.07345,0.48084,0.32161,-0.25430
0.92083,-1.13373,-0.58640,0.22441,-1.11639,-1.21432,-0.49346,-0.27231,0.09159
1.75669,0.74801,0.12384,-0.78673,0.07703,-0.39246,-0.30933,-0.07622,-0.54021
1.57026,-0.58272,0.41752,-0.07065,-0.05563,-0.23874,-0.22136,-0.52217,0.44643
1.56843,-0.45455,-0.56952,0.46693,0.31774,0.21317,0.55420,0.42401,0.25280
0.75145,0.89211,1.34345,1.00207,-0.21416,0.76356,-0.50637,-0.38608,0.14627
0.09241,1.48526,-0.29206,1.28450,-0.78363,1.08867,-0.32177,-0.30625,0.05329
-1.07285,-0.12695,2.79245,0.40534,-1.14956,-0.56944,0.78054,0.09590,-0.58273
1.76316,-0.00926,0.26779,0.33972,0.60504,-0.36474,0.29554,0.12553,0.22895
1.68750,0.19304,0.22357,0.08517,0.20356,-0.39015,0.09189,-0.52085,-0.00442
1.81950,-0.73221,0.41077,-0.34195,0.66932,0.55338,-0.05702,0.06539,0.57270
-4.44153,-1.87146,0.27031,-1.09012,0.08658,1.15258,0.55581,0.07284,0.08293
-4.48789,0.69608,-0.65879,-0.01996,0.64983,0.03490,0.03074,-0.66989,-0.12196
1.85822,0.57717,0.25344,-1.07617,0.30039,-0.03201,-0.39309,-0.03830,-0.24226
1.70043,-0.08432,0.40084,0.16460,0.18959,-0.62016,0.08968,-0.43077,0.06653
-2.59061,0.70204,0.40854,0.55217,-0.25999,0.38982,-0.03882,-0.07904,0.38137
1.86196,0.78879,0.15102,-0.68358,0.49555,-0.40853,-0.12865,0.57959,-0.44879
1.03619,0.39869,1.15326,0.89122,0.26528,0.65984,-0.44648,0.36495,0.75593
0.90532,-1.11320,-0.73736,0.32228,-1.10681,-1.00567,-0.35400,-0.29152,0.05100
